Actual,Prediction,Bullish Probability
1,1,0.5257788
1,1,0.5231338
1,1,0.5231338
1,1,0.55158925
1,1,0.5257788
1,1,0.5257788
1,1,0.5257788
1,1,0.5257788
0,1,0.51784706
0,1,0.5257788
0,1,0.5257788
0,1,0.5257788
0,1,0.5064026
0,1,0.5231338
0,1,0.51784706
0,1,0.5231338
0,1,0.5489648
0,1,0.5231338
0,1,0.5231338
0,1,0.5231338
0,1,0.5231338
0,1,0.5231338
0,1,0.5257788
0,1,0.5231338
0,1,0.5064026
0,1,0.5231338
0,1,0.5231338
0,1,0.5231338
0,1,0.5257788
0,1,0.5231338
0,1,0.5231338
0,1,0.5231338
0,1,0.5231338
0,1,0.5257788
1,1,0.5257788
0,1,0.5257788
1,1,0.5257788
0,1,0.5257788
0,1,0.5257788
0,1,0.5257788
1,1,0.5257788
1,1,0.5257788
1,1,0.55158925
1,1,0.5257788
1,1,0.5257788
0,1,0.5257788
1,1,0.5257788
1,1,0.5257788
1,1,0.5257788
1,1,0.5257788
0,1,0.5257788
1,1,0.5257788
0,1,0.5257788
0,1,0.55158925
1,1,0.5257788
1,1,0.5257788
1,1,0.5257788
1,1,0.55158925
1,1,0.5231338
1,1,0.5064026
1,1,0.5231338
1,1,0.55158925
1,1,0.5231338
1,1,0.5064026
1,1,0.5257788
1,1,0.5231338
1,1,0.5257788
1,1,0.5257788
1,1,0.5257788
1,1,0.5231338
1,1,0.5231338
1,1,0.508917
1,1,0.5257788
1,1,0.5064026
1,1,0.5231338
1,1,0.5231338
1,1,0.5257788
1,1,0.5231338
0,1,0.5257788
1,1,0.51784706
1,1,0.5257788
1,1,0.5257788
1,1,0.5231338
0,1,0.5231338
0,1,0.51784706
1,1,0.5231338
1,1,0.5231338
0,1,0.5064026
1,1,0.5064026
1,1,0.5064026
0,1,0.5113518
0,1,0.508917
0,1,0.5231338
0,1,0.51784706
1,1,0.5231338
1,1,0.508917
0,1,0.5231338
0,1,0.5231338
0,1,0.5231338
1,1,0.5231338
0,1,0.5231338
0,1,0.51784706
0,1,0.5231338
1,1,0.51784706
1,1,0.508917
1,1,0.5257788
0,1,0.5163939
0,1,0.5163939
1,1,0.5257788
0,1,0.5257788
1,1,0.5257788
0,1,0.5257788
1,1,0.5257788
1,1,0.5489648
1,1,0.51784706
0,1,0.5257788
0,1,0.5257788
0,1,0.5257788
1,1,0.5257788
1,1,0.5231338
1,1,0.5064026
0,1,0.5257788
1,1,0.5231338
0,1,0.5257788
1,1,0.5231338
0,1,0.5257788
0,1,0.51784706
0,1,0.5257788
0,1,0.5113518
1,1,0.5257788
1,1,0.5257788
0,1,0.5257788
0,1,0.5257788
0,1,0.5257788
0,1,0.5257788
0,1,0.5231338
0,1,0.5231338
0,1,0.5257788
0,1,0.5175565
0,1,0.5257788
1,1,0.5257788
0,1,0.508917
0,1,0.5231338
0,1,0.5257788
0,1,0.51784706
0,1,0.5257788
0,1,0.5257788
0,1,0.5064026
0,1,0.5257788
0,1,0.508917
0,1,0.508917
0,1,0.5257788
0,1,0.5231338
0,1,0.5163939
0,1,0.5257788
0,1,0.5257788
0,1,0.5064026
0,1,0.5257788
1,1,0.5257788
0,1,0.5257788
1,1,0.5231338
1,1,0.5257788
1,1,0.5257788
1,1,0.5257788
1,1,0.5257788
1,1,0.5257788
1,1,0.5257788
1,1,0.5257788
1,1,0.5257788
1,1,0.5257788
1,1,0.5257788
1,1,0.5257788
1,1,0.5257788
1,1,0.5257788
1,1,0.5257788
1,1,0.5257788
1,1,0.5257788
1,1,0.5257788
1,1,0.5257788
1,1,0.5257788
1,1,0.5257788
1,1,0.5257788
1,1,0.5257788
1,1,0.5231338
1,1,0.5231338
1,1,0.5231338
0,1,0.508917
1,1,0.5064026
0,1,0.5064026
0,1,0.508917
1,1,0.5231338
0,1,0.5231338
0,1,0.5113518
1,1,0.5113518
1,1,0.51784706
0,1,0.5231338
1,1,0.51784706
1,1,0.5231338
0,1,0.5064026
0,1,0.51784706
1,1,0.5064026
1,1,0.5231338
1,1,0.5064026
0,1,0.5231338
1,1,0.51784706
0,1,0.5231338
1,1,0.5257788
0,1,0.508917
1,1,0.5257788
1,1,0.5257788
1,1,0.5257788
1,1,0.5257788
1,1,0.5257788
1,1,0.5231338
1,1,0.5231338
1,1,0.5257788
1,1,0.5163939
1,1,0.5257788
1,1,0.5231338
1,1,0.5231338
1,1,0.5257788
1,1,0.5257788
1,1,0.5231338
1,1,0.5257788
1,1,0.5257788
1,1,0.5231338
1,1,0.5231338
1,1,0.5257788
1,1,0.5231338
1,1,0.5257788
1,1,0.5257788
1,1,0.51784706
1,1,0.5257788
1,1,0.51784706
0,1,0.5064026
1,1,0.5257788
1,1,0.5064026
0,1,0.5231338
1,1,0.508917
1,1,0.508917
0,1,0.5163939
0,1,0.508917
1,1,0.5231338
0,1,0.5064026
0,1,0.5064026
1,1,0.51784706
0,1,0.5175565
1,1,0.51784706
0,1,0.51081145
1,1,0.508917
1,1,0.5064026
1,1,0.508917
1,1,0.5231338
1,1,0.5163939
1,1,0.5489648
1,1,0.508917
1,1,0.508917
1,1,0.5064026
1,1,0.5257788
1,1,0.5257788
1,1,0.5231338
1,1,0.5231338
1,1,0.5231338
1,1,0.5257788
1,1,0.5257788
0,1,0.5231338
1,1,0.5231338
0,1,0.5231338
1,1,0.5257788
0,1,0.5231338
1,1,0.5257788
1,1,0.5231338
1,1,0.5231338
0,1,0.5257788
1,1,0.5257788
1,1,0.5257788
1,1,0.5257788
1,1,0.5231338
1,1,0.5231338
1,1,0.5231338
1,1,0.5231338
1,1,0.5257788
0,1,0.5231338
1,1,0.5231338
1,1,0.5122655
0,1,0.5231338
1,1,0.5231338
0,1,0.5257788
1,1,0.5257788
0,1,0.5231338
1,1,0.51784706
1,1,0.5257788
1,1,0.5231338
1,1,0.5231338
1,1,0.5231338
1,1,0.5064026
1,1,0.5231338
0,1,0.5257788
1,1,0.5070155
0,1,0.5231338
1,1,0.5231338
0,1,0.508917
1,1,0.5257788
1,1,0.508917
1,1,0.51784706
0,1,0.508917
1,1,0.51784706
0,1,0.51081145
0,1,0.5257788
0,1,0.5231338
0,1,0.5257788
1,1,0.5231338
0,1,0.5257788
1,1,0.5231338
0,1,0.5231338
0,1,0.5231338
0,1,0.5257788
1,1,0.5163939
0,1,0.5231338
0,1,0.5257788
1,1,0.5163939
0,1,0.5257788
0,1,0.5257788
0,1,0.5163939
0,1,0.5231338
0,1,0.5231338
0,1,0.5231338
0,1,0.5257788
0,1,0.51784706
0,1,0.51784706
0,1,0.5163939
1,1,0.5257788
1,1,0.5257788
0,1,0.5257788
0,1,0.5257788
0,1,0.5231338
0,1,0.5257788
0,1,0.5231338
0,1,0.5257788
0,1,0.5257788
0,1,0.5257788
1,1,0.5231338
0,1,0.5257788
0,1,0.5257788
0,1,0.5257788
1,1,0.5257788
0,1,0.5257788
0,1,0.5231338
1,1,0.5257788
0,1,0.5257788
0,1,0.5257788
0,1,0.5257788
0,1,0.5257788
1,1,0.5257788
0,1,0.5231338
0,1,0.5257788
0,1,0.5231338
0,1,0.5257788
1,1,0.5257788
1,1,0.5257788
1,1,0.5231338
1,1,0.5257788
1,1,0.5257788
1,1,0.5257788
1,1,0.5231338
1,1,0.5257788
1,1,0.5257788
1,1,0.5257788
1,1,0.5257788
0,1,0.5257788
1,1,0.5257788
1,1,0.508917
1,1,0.5257788
0,1,0.5163939
1,1,0.5257788
1,1,0.5257788
0,1,0.5257788
1,1,0.5257788
1,1,0.5257788
1,1,0.5257788
1,1,0.5257788
1,1,0.5257788
1,1,0.5257788
1,1,0.51784706
1,1,0.5163939
1,1,0.5163939
0,1,0.51784706
1,1,0.51784706
0,1,0.5043085
1,1,0.5231338
0,1,0.51667136
1,1,0.51784706
0,1,0.5257788
0,1,0.51784706
0,1,0.5257788
1,1,0.5163939
1,1,0.51784706
1,1,0.51784706
0,1,0.5064026
1,1,0.5231338
1,1,0.5257788
1,1,0.51784706
1,1,0.508917
0,1,0.51784706
0,1,0.5163939
0,1,0.51784706
0,1,0.5163939
0,1,0.5163939
0,1,0.5257788
0,1,0.5231338
0,1,0.5231338
0,1,0.5231338
0,1,0.5231338
0,1,0.5257788
0,1,0.5231338
0,1,0.5257788
0,1,0.5163939
0,1,0.508917
0,1,0.5257788
0,1,0.5231338
0,1,0.5257788
0,1,0.5257788
0,1,0.508917
0,1,0.5257788
0,1,0.5175565
0,1,0.5257788
0,1,0.5257788
0,1,0.5257788
0,1,0.5257788
0,1,0.5231338
0,1,0.5257788
0,1,0.5231338
0,1,0.5257788
1,1,0.5257788
1,1,0.5257788
0,1,0.5257788
0,1,0.5257788
0,1,0.5257788
0,1,0.5257788
0,1,0.5257788
1,1,0.5257788
1,1,0.531157
0,1,0.55158925
0,1,0.5257788
1,1,0.5257788
1,1,0.5257788
0,1,0.5257788
0,1,0.5257788
0,1,0.5257788
0,1,0.5257788
0,1,0.5257788
0,1,0.5257788
0,1,0.5257788
0,1,0.5257788
0,1,0.5257788
0,1,0.5257788
0,1,0.5257788
0,1,0.5257788
0,1,0.5257788
0,1,0.5231338
1,1,0.5257788
0,1,0.5257788
0,1,0.5257788
0,1,0.5257788
1,1,0.5257788
0,1,0.5257788
0,1,0.5231338
0,1,0.5257788
0,1,0.5257788
0,1,0.5257788
0,1,0.5257788
0,1,0.5257788
0,1,0.5257788
0,1,0.5257788
0,1,0.5231338
0,1,0.5231338
0,1,0.5257788
0,1,0.5257788
1,1,0.52585644
0,1,0.5163939
0,1,0.5257788
0,1,0.5231338
0,1,0.5257788
1,1,0.55158925
0,1,0.5257788
1,1,0.5257788
0,1,0.5257788
1,1,0.5257788
0,1,0.5257788
0,1,0.5257788
1,1,0.5257788
0,1,0.5231338
1,1,0.5257788
1,1,0.5257788
0,1,0.5257788
0,1,0.5257788
1,1,0.5257788
0,1,0.5257788
1,1,0.5257788
1,1,0.5257788
0,1,0.5257788
1,1,0.52585644
1,1,0.5257788
0,1,0.5257788
1,1,0.5231338
0,1,0.5257788
0,1,0.5231338
0,1,0.5257788
1,1,0.51784706
0,1,0.5043085
0,1,0.5257788
1,1,0.5257788
0,1,0.55158925
0,1,0.5257788
1,1,0.5231338
0,1,0.5257788
1,1,0.5257788
1,1,0.5257788
1,1,0.55158925
1,1,0.5257788
1,1,0.5231338
1,1,0.5257788
1,1,0.5257788
1,1,0.5257788
1,1,0.5231338
1,1,0.508917
1,1,0.5257788
1,1,0.5257788
1,1,0.5489648
1,1,0.5257788
1,1,0.5231338
1,1,0.5231338
0,1,0.5163939
1,1,0.5231338
0,1,0.5231338
0,1,0.5231338
0,1,0.5231338
0,1,0.5163939
0,1,0.508917
0,1,0.5064026
0,1,0.5257788
0,1,0.5163939
0,1,0.5257788
0,1,0.5231338
0,1,0.5257788
0,1,0.5231338
0,1,0.51784706
0,1,0.5257788
0,1,0.5257788
0,1,0.508917
0,1,0.5231338
0,1,0.5064026
0,1,0.51784706
0,1,0.5070155
0,1,0.508917
0,1,0.5231338
0,1,0.5231338
1,1,0.5257788
0,1,0.5257788
0,1,0.5257788
0,1,0.55158925
1,1,0.5257788
0,1,0.5257788
0,1,0.5257788
0,1,0.5257788
0,1,0.5163939
1,1,0.5257788
1,1,0.5257788
1,1,0.5231338
0,1,0.5257788
0,1,0.5257788
0,1,0.5257788
0,1,0.5257788
0,1,0.53940815
0,1,0.5257788
0,1,0.5257788
1,1,0.5257788
0,1,0.5257788
0,1,0.5257788
1,1,0.5257788
0,1,0.5257788
0,1,0.5257788
0,1,0.5175565
1,1,0.5257788
1,1,0.5257788
1,1,0.5257788
0,1,0.508917
0,1,0.5257788
1,1,0.5257788
1,1,0.5257788
0,1,0.5257788
0,1,0.5257788
0,1,0.5257788
0,1,0.5231338
1,1,0.5257788
0,1,0.5257788
1,1,0.5257788
1,1,0.5257788
0,1,0.508917
0,1,0.5257788
1,1,0.5257788
0,1,0.52585644
1,1,0.5257788
1,1,0.5257788
0,1,0.5231338
1,1,0.5257788
0,1,0.5064026
1,1,0.5257788
1,1,0.5231338
1,1,0.5257788
0,1,0.5231338
1,1,0.5231338
1,1,0.5231338
1,1,0.5257788
1,1,0.5257788
1,1,0.5257788
1,1,0.5231338
1,1,0.5017936
1,1,0.5257788
0,1,0.5064026
1,1,0.5257788
1,1,0.5257788
1,1,0.5257788
1,1,0.5231338
1,1,0.508917
1,1,0.5257788
1,1,0.508917
1,1,0.5257788
1,1,0.5064026
1,1,0.5175565
1,1,0.5231338
1,1,0.5257788
1,1,0.5257788
1,1,0.51784706
1,1,0.5064026
1,1,0.508917
1,1,0.5064026
1,1,0.5231338
1,1,0.5489648
1,1,0.51784706
0,1,0.5064026
1,1,0.5257788
1,1,0.51784706
1,1,0.5489648
1,1,0.5064026
0,1,0.5064026
1,1,0.5064026
1,1,0.5163939
1,1,0.51784706
1,1,0.5231338
1,1,0.5113518
1,1,0.5064026
1,1,0.51784706
1,1,0.55158925
1,1,0.5163939
1,1,0.5064026
0,1,0.5064026
1,1,0.51784706
1,1,0.5257788
1,1,0.5064026
1,1,0.5301016
1,1,0.531157
1,1,0.5231338
1,1,0.508917
1,1,0.51784706
1,1,0.5175565
1,1,0.5489648
0,1,0.5231338
1,1,0.5064026
1,1,0.5231338
1,1,0.5231338
0,1,0.51784706
1,1,0.5231338
1,1,0.5231338
1,1,0.5231338
1,1,0.5231338
1,1,0.5017936
1,1,0.5231338
1,1,0.5064026
1,0,0.4890468
1,1,0.55158925
1,1,0.5231338
1,1,0.5064026
1,1,0.5367723
1,1,0.51784706
1,1,0.5064026
1,1,0.5231338
1,1,0.5231338
1,1,0.5064026
1,1,0.5064026
1,1,0.5231338
1,1,0.5064026
1,1,0.51081145
1,1,0.5257788
1,1,0.5231338
1,1,0.5122655
1,1,0.508917
1,1,0.5231338
1,1,0.5064026
1,1,0.5122655
0,1,0.5070155
1,1,0.51784706
1,1,0.53940815
1,1,0.5064026
1,1,0.5163939
0,1,0.508917
1,1,0.5064026
1,1,0.508917
1,1,0.508917
1,1,0.508917
1,1,0.508917
1,1,0.5064026
1,1,0.508917
1,1,0.508917
1,1,0.508917
1,1,0.5163939
1,1,0.5064026
0,1,0.5163939
1,1,0.508917
1,1,0.508917
1,1,0.508917
1,1,0.5231338
1,1,0.5163939
1,1,0.5257788
1,1,0.51784706
1,1,0.5064026
1,1,0.5231338
1,1,0.5231338
0,1,0.508917
1,1,0.51784706
1,1,0.5257788
1,1,0.508917
1,1,0.5163939
1,1,0.51784706
0,1,0.51784706
0,1,0.508917
0,1,0.5231338
1,1,0.5231338
0,1,0.5163939
1,1,0.5231338
0,0,0.49652693
0,1,0.5257788
1,1,0.5231338
1,1,0.51784706
1,1,0.51784706
0,1,0.508917
1,1,0.51784706
0,1,0.5163939
1,1,0.50333124
0,1,0.5163939
1,1,0.51784706
0,1,0.5163939
1,1,0.5257788
1,1,0.51784706
0,1,0.51784706
1,1,0.5163939
1,1,0.5122655
1,1,0.51784706
1,1,0.5231338
1,1,0.5231338
1,1,0.5257788
0,1,0.51784706
1,1,0.5175565
1,1,0.5231338
1,1,0.5257788
0,1,0.5231338
0,1,0.5175565
1,1,0.5257788
1,1,0.5163939
1,1,0.51784706
1,1,0.5231338
1,1,0.5175565
1,1,0.5231338
0,1,0.5257788
1,1,0.5231338
0,1,0.5175565
1,1,0.5163939
1,1,0.5257788
0,1,0.5257788
0,1,0.5175565
1,1,0.5175565
1,1,0.5231338
1,1,0.5257788
0,1,0.5163939
1,1,0.5175565
0,1,0.5257788
0,1,0.5257788
1,1,0.5231338
0,1,0.5163939
1,1,0.5163939
1,1,0.51784706
0,1,0.5163939
1,1,0.51784706
1,1,0.5257788
1,1,0.51784706
0,1,0.5231338
0,1,0.5257788
1,1,0.5257788
0,1,0.51784706
0,1,0.5163939
0,0,0.49652693
1,1,0.51784706
1,1,0.5257788
0,1,0.5231338
1,1,0.5231338
1,1,0.5175565
1,1,0.51081145
1,1,0.5175565
0,1,0.5231338
0,1,0.5257788
0,1,0.5257788
0,1,0.5257788
0,1,0.5231338
0,1,0.5257788
0,1,0.5257788
0,1,0.5231338
0,1,0.5231338
1,1,0.5257788
0,1,0.5257788
0,1,0.5231338
0,1,0.5163939
0,1,0.5231338
0,1,0.5231338
1,1,0.51667136
0,1,0.5231338
0,1,0.5257788
0,1,0.5257788
0,1,0.5257788
0,1,0.5257788
0,1,0.5257788
1,1,0.5231338
0,1,0.5257788
0,1,0.5231338
1,1,0.5257788
1,1,0.5257788
1,1,0.5257788
1,1,0.5257788
1,1,0.5257788
1,1,0.5257788
1,1,0.5122655
1,1,0.5257788
1,1,0.5257788
1,1,0.5257788
1,1,0.5257788
1,1,0.5231338
1,1,0.5257788
1,1,0.5257788
1,1,0.5257788
1,1,0.5257788
1,1,0.5231338
1,1,0.5257788
1,1,0.5257788
1,1,0.5257788
1,1,0.5257788
1,1,0.5257788
1,1,0.5257788
1,1,0.5257788
1,1,0.5257788
0,1,0.51784706
0,1,0.5163939
0,1,0.5163939
0,1,0.5163939
1,1,0.51784706
1,1,0.5231338
0,1,0.5163939
0,1,0.5163939
1,1,0.5163939
1,1,0.5163939
1,1,0.5163939
1,1,0.5163939
1,1,0.51667136
1,1,0.5163939
1,1,0.5163939
1,1,0.5175565
0,1,0.5163939
0,1,0.508917
1,1,0.5043085
0,1,0.5163939
0,1,0.5163939
0,1,0.5163939
0,1,0.51784706
0,1,0.5163939
0,1,0.5163939
1,1,0.5257788
1,1,0.5257788
1,1,0.5231338
1,1,0.5257788
1,1,0.5257788
1,1,0.5231338
1,1,0.5231338
1,1,0.5257788
1,1,0.5257788
1,1,0.51784706
1,1,0.5257788
1,1,0.5257788
1,1,0.5163939
1,1,0.5257788
1,1,0.5257788
1,1,0.5231338
1,1,0.5257788
1,1,0.5257788
1,1,0.5231338
1,1,0.5163939
1,1,0.5257788
1,1,0.51784706
1,1,0.5231338
1,1,0.5257788
1,1,0.5257788
1,1,0.5163939
1,1,0.5163939
0,1,0.5163939
1,1,0.5163939
1,1,0.5163939
1,1,0.51667136
1,1,0.5163939
0,1,0.5163939
0,1,0.5163939
0,1,0.51784706
1,1,0.51784706
1,1,0.5163939
1,1,0.5163939
1,1,0.5163939
0,1,0.51081145
1,1,0.5163939
0,0,0.49762288
1,1,0.5163939
1,1,0.5163939
0,1,0.5163939
0,1,0.5163939
1,1,0.5163939
1,1,0.5163939
0,1,0.5163939
1,1,0.5163939
1,1,0.5257788
1,1,0.5257788
1,1,0.5257788
0,1,0.51784706
1,1,0.5231338
0,1,0.5163939
0,1,0.51667136
1,1,0.5257788
0,1,0.5257788
1,1,0.5231338
0,1,0.5231338
1,1,0.5231338
1,1,0.5231338
1,1,0.5257788
1,1,0.5257788
0,1,0.5163939
0,1,0.51081145
1,1,0.5231338
0,1,0.5257788
1,1,0.5231338
1,1,0.5257788
0,1,0.5231338
0,1,0.5163939
1,1,0.5257788
1,1,0.5163939
1,1,0.51784706
1,1,0.5175565
0,1,0.5231338
0,1,0.5231338
1,1,0.5175565
1,1,0.5231338
1,1,0.5163939
1,1,0.5257788
1,1,0.5231338
1,1,0.5231338
1,1,0.5175565
0,1,0.5257788
1,1,0.51081145
1,1,0.5175565
1,1,0.5257788
1,1,0.5175565
0,1,0.5231338
1,1,0.5122655
1,1,0.5175565
1,1,0.5231338
1,1,0.5231338
1,1,0.5175565
0,1,0.5163939
0,1,0.5163939
0,1,0.51784706
1,1,0.5231338
0,1,0.5231338
1,1,0.5257788
1,1,0.5163939
1,1,0.5231338
1,1,0.5257788
1,1,0.5257788
1,1,0.5231338
1,1,0.5257788
0,1,0.5163939
1,1,0.5257788
1,1,0.5231338
1,1,0.5231338
1,1,0.5163939
1,1,0.5163939
1,1,0.5257788
1,1,0.5257788
1,1,0.5122655
1,1,0.5231338
1,1,0.5257788
1,1,0.5257788
1,1,0.5231338
1,1,0.5231338
1,1,0.5231338
0,1,0.51784706
0,1,0.5163939
0,1,0.5163939
0,1,0.5231338
0,1,0.5257788
0,1,0.5257788
1,1,0.5231338
0,1,0.5257788
0,1,0.5163939
0,1,0.5231338
0,1,0.5231338
0,1,0.5231338
0,1,0.5231338
0,0,0.49652693
0,1,0.5163939
0,1,0.5231338
0,1,0.5231338
0,1,0.5163939
0,1,0.5231338
1,1,0.5231338
0,1,0.51667136
1,1,0.5231338
0,1,0.5163939
0,1,0.5257788
0,1,0.51784706
0,1,0.5231338
1,1,0.5257788
0,1,0.5257788
1,1,0.5257788
0,1,0.5257788
1,1,0.5257788
0,1,0.5257788
1,1,0.5257788
0,1,0.5163939
1,1,0.5257788
1,1,0.5231338
0,1,0.5257788
1,1,0.5257788
1,1,0.5257788
1,1,0.5257788
1,1,0.5257788
1,1,0.5175565
1,1,0.5257788
1,1,0.5231338
1,1,0.5257788
1,1,0.5257788
1,1,0.5257788
1,1,0.5257788
1,1,0.5257788
1,1,0.5257788
1,1,0.5257788
1,1,0.5257788
0,1,0.5257788
1,1,0.5231338
0,1,0.5231338
1,1,0.5257788
0,1,0.51784706
1,1,0.5231338
1,1,0.5231338
1,1,0.5231338
0,1,0.5163939
1,1,0.5163939
1,1,0.5257788
1,1,0.5231338
1,1,0.5231338
0,1,0.51784706
0,1,0.5231338
1,1,0.51784706
0,1,0.51784706
0,1,0.5231338
1,1,0.5257788
1,1,0.5257788
1,1,0.51784706
1,1,0.5231338
0,1,0.51784706
1,1,0.5257788
0,1,0.5257788
0,1,0.5257788
1,1,0.5231338
0,1,0.5257788
1,1,0.5231338
0,1,0.5257788
1,1,0.51784706
1,1,0.5257788
0,1,0.5257788
1,1,0.5257788
1,1,0.5257788
0,1,0.5231338
0,1,0.5231338
0,1,0.5231338
0,1,0.5231338
0,1,0.5231338
0,1,0.5257788
1,1,0.5257788
0,1,0.5231338
1,1,0.5257788
1,1,0.5231338
0,1,0.5231338
1,1,0.5257788
1,1,0.5231338
0,1,0.5231338
1,1,0.51784706
1,1,0.5257788
1,1,0.5257788
1,1,0.5231338
0,1,0.5257788
1,1,0.5257788
1,1,0.5257788
0,1,0.5257788
1,1,0.5257788
1,1,0.5257788
0,1,0.51784706
0,1,0.5257788
1,1,0.5231338
1,1,0.5257788
1,1,0.5257788
0,1,0.5257788
1,1,0.5231338
0,1,0.5231338
1,1,0.5231338
1,1,0.5257788
0,1,0.5231338
0,1,0.5231338
1,1,0.51784706
1,1,0.5231338
0,1,0.5257788
1,1,0.5231338
1,1,0.5163939
1,1,0.5257788
1,1,0.5257788
1,1,0.5231338
1,1,0.5257788
1,1,0.5231338
1,1,0.5257788
0,1,0.51784706
1,1,0.5257788
1,1,0.5257788
1,1,0.5257788
0,1,0.5231338
0,1,0.5257788
0,1,0.5231338
0,1,0.51784706
1,1,0.5231338
1,1,0.5231338
1,1,0.5231338
0,1,0.5231338
0,1,0.5257788
1,1,0.5257788
0,1,0.5163939
0,1,0.5231338
1,1,0.5257788
1,1,0.5257788
1,1,0.5231338
1,1,0.5163939
0,1,0.5257788
1,1,0.5231338
1,1,0.5257788
0,1,0.5231338
1,1,0.5257788
1,1,0.51784706
0,1,0.5163939
1,1,0.5257788
0,1,0.5257788
1,1,0.5163939
1,1,0.5257788
1,1,0.5231338
0,1,0.5231338
0,1,0.5163939
1,1,0.5231338
0,1,0.5257788
0,1,0.5231338
0,1,0.5257788
1,1,0.5163939
0,1,0.5257788
1,1,0.5163939
0,1,0.5257788
0,1,0.5257788
1,1,0.5257788
1,1,0.5231338
1,1,0.5257788
1,1,0.5257788
0,1,0.5257788
0,1,0.5257788
1,1,0.51784706
1,1,0.5231338
1,1,0.5257788
1,1,0.5231338
1,1,0.5257788
0,1,0.5257788
1,1,0.5231338
1,1,0.51784706
0,1,0.5175565
1,1,0.5163939
0,1,0.5257788
1,1,0.5257788
1,1,0.5231338
1,1,0.5163939
1,1,0.51784706
1,1,0.5231338
1,1,0.5163939
1,1,0.5231338
0,1,0.5231338
1,1,0.5163939
1,1,0.5163939
0,1,0.5231338
0,1,0.5163939
0,1,0.5163939
0,1,0.5231338
1,1,0.5231338
1,1,0.5163939
0,1,0.5231338
0,1,0.5257788
0,1,0.5257788
0,1,0.5257788
0,1,0.5257788
0,1,0.5231338
1,1,0.5163939
1,1,0.51784706
0,1,0.5257788
0,1,0.5231338
0,1,0.5231338
0,1,0.5257788
0,1,0.5231338
0,1,0.5231338
1,1,0.5163939
0,1,0.5231338
1,1,0.5257788
0,1,0.5257788
0,1,0.5257788
0,1,0.5257788
0,1,0.5231338
1,1,0.5257788
0,1,0.5231338
1,1,0.5257788
0,1,0.5257788
0,1,0.5257788
0,1,0.5231338
0,1,0.5231338
0,1,0.5231338
1,1,0.5257788
0,1,0.5257788
1,1,0.5257788
0,1,0.5257788
0,1,0.5231338
0,1,0.5257788
0,1,0.5257788
1,1,0.5257788
1,1,0.5175565
1,1,0.5257788
0,1,0.5163939
1,1,0.5257788
0,1,0.5231338
0,1,0.5257788
0,1,0.5257788
1,1,0.5257788
1,1,0.5257788
0,1,0.5064026
0,1,0.51784706
0,1,0.5257788
0,1,0.5231338
0,1,0.5257788
0,1,0.5175565
0,1,0.51386523
0,1,0.5257788
0,1,0.5257788
0,1,0.5231338
0,1,0.5257788
0,1,0.5163939
0,1,0.5175565
0,1,0.5257788
1,1,0.51784706
0,1,0.5257788
1,1,0.5257788
1,1,0.5257788
0,1,0.5257788
0,1,0.5257788
1,1,0.5257788
1,1,0.5231338
1,1,0.5257788
1,1,0.5257788
1,1,0.5163939
0,1,0.5257788
1,1,0.5257788
1,1,0.5257788
1,1,0.5257788
1,1,0.5257788
1,1,0.5163939
1,1,0.5257788
1,1,0.5257788
1,1,0.5257788
1,1,0.5257788
1,1,0.5257788
1,1,0.5257788
1,1,0.5257788
1,1,0.5257788
1,1,0.5257788
1,1,0.5257788
1,1,0.5257788
1,1,0.5257788
1,1,0.5257788
1,1,0.5257788
1,1,0.5163939
1,1,0.5070155
1,1,0.5231338
1,1,0.5231338
1,1,0.51784706
1,1,0.51784706
1,1,0.5231338
0,1,0.508917
1,1,0.5231338
1,1,0.5163939
1,1,0.51667136
1,1,0.5231338
1,1,0.51784706
1,1,0.5231338
1,1,0.5163939
1,1,0.5231338
1,1,0.5163939
1,1,0.5231338
1,1,0.5231338
1,1,0.53940815
1,1,0.51784706
1,1,0.5231338
1,1,0.51667136
1,1,0.5064026
1,1,0.5070155
0,1,0.5231338
0,1,0.5231338
0,1,0.5064026
1,1,0.51784706
1,1,0.5163939
0,1,0.5231338
1,1,0.5231338
1,1,0.5122655
0,1,0.5163939
0,1,0.5163939
0,1,0.5231338
0,1,0.508917
1,1,0.5163939
1,1,0.51784706
1,1,0.5231338
0,1,0.5257788
1,1,0.5231338
1,1,0.5231338
1,1,0.5231338
0,1,0.5231338
1,1,0.5231338
1,1,0.5231338
0,1,0.51784706
1,1,0.5231338
1,1,0.5231338
1,1,0.5231338
1,1,0.51784706
1,1,0.5231338
1,1,0.5231338
0,1,0.508917
0,1,0.5257788
1,1,0.5231338
1,1,0.5257788
1,1,0.5231338
0,1,0.5257788
1,1,0.5257788
1,1,0.5257788
1,1,0.5231338
1,1,0.5257788
1,1,0.5231338
1,1,0.5257788
1,1,0.5231338
1,1,0.5257788
0,1,0.5257788
1,1,0.5231338
1,1,0.5231338
1,0,0.49652693
0,1,0.51784706
0,1,0.5257788
0,1,0.5175565
1,1,0.5064026
1,1,0.5231338
1,1,0.5231338
1,1,0.5231338
1,1,0.5231338
1,1,0.5257788
1,1,0.51784706
0,1,0.5231338
1,1,0.5163939
1,1,0.51784706
1,1,0.508917
1,1,0.5257788
1,1,0.5231338
1,1,0.5257788
1,1,0.5257788
1,1,0.51784706
1,1,0.5163939
1,1,0.5231338
1,1,0.5257788
1,1,0.5231338
1,1,0.5257788
